Fuel_Type,Kilometers_Driven,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,price,Registration_Year,Transmission_Type,Mileage(kmpl),Engine_CC,No_of_Seats,city,Car_Age
Petrol,20687,1,Maruti,Maruti Eeco,2015,415000,2015,Manual,15.37,1196,7,chennai,9
Petrol,30000,1,Nissan,Nissan Magnite,2021,750000,2021,Manual,20.0,999,5,chennai,3
Petrol,59247,1,Hyundai,Hyundai i10,2015,398000,2015,Manual,19.81,1086,5,chennai,9
Petrol,50000,1,Honda,Honda Jazz,2015,550000,2015,Manual,18.7,1199,5,chennai,9
Diesel,20000,1,Mercedes-Benz,Mercedes-Benz E-Class,2016,3300000,2017,Automatic,13.0,2143,5,chennai,8
Petrol,29403,1,Maruti,Maruti Celerio,2016,453000,2016,Automatic,23.1,998,5,chennai,8
Petrol,42700,1,Maruti,Maruti A-Star,2010,285000,2010,Manual,19.0,998,5,chennai,14
Diesel,23001,1,BMW,BMW X3,2018,5000000,2018,Automatic,16.55,1995,5,chennai,6
Petrol,25925,2,Ford,Ford Ecosport,2018,821000,2018,Automatic,14.8,1497,5,chennai,6
Petrol,20000,1,Hyundai,Hyundai i20,2021,865000,2021,Manual,21.0,1197,5,chennai,3
Petrol,17711,1,Honda,Honda Jazz,2019,792000,2019,Automatic,18.2,1199,5,chennai,5
Diesel,50000,1,BMW,BMW 3 Series,2020,4050000,2020,Automatic,20.37,1995,5,chennai,4
Petrol,50000,1,Maruti,Maruti Swift,2018,610000,2018,Manual,22.0,1197,5,chennai,6
Petrol,51125,2,Hyundai,Hyundai Grand i10,2018,511000,2019,Manual,18.9,1197,5,chennai,6
Diesel,69233,1,Tata,Tata Nexon,2019,710000,2019,Manual,21.5,1497,5,chennai,5
Diesel,65000,1,Jeep,Jeep Compass,2017,1225000,2017,Manual,17.1,1956,5,chennai,7
Petrol,93281,1,Honda,Honda City,2014,570000,2014,Manual,17.4,1497,5,chennai,10
Diesel,18000,1,Toyota,Toyota Fortuner,2022,3900000,2022,Manual,19.31,2755,7,chennai,2
Petrol,99225,2,Honda,Honda Amaze,2014,375000,2014,Manual,18.0,1198,5,chennai,10
Petrol,30000,1,Hyundai,Hyundai EON,2016,275000,2016,Manual,20.3,998,5,chennai,8
Petrol,30602,1,Honda,Honda Amaze,2014,429000,2014,Manual,18.0,1198,5,chennai,10
Diesel,64500,1,Maruti,Maruti Swift,2018,675000,2018,Manual,25.2,1248,5,chennai,6
Petrol,46809,2,Honda,Honda City,2017,793000,2017,Manual,17.8,1497,5,chennai,7
Electric,20000,1,Tata,Tata Nexon EV,2020,1100000,2020,Automatic,19.31,0,5,chennai,4
Diesel,20000,1,Hyundai,Hyundai Creta,2019,1425000,2019,Automatic,17.01,1582,5,chennai,5
Petrol,21725,1,Hyundai,Hyundai Venue,2020,1036000,2020,Automatic,18.15,998,5,chennai,4
Petrol,80000,1,Honda,Honda City,2016,800000,2016,Manual,17.8,1497,5,chennai,8
Petrol,88000,2,Audi,Audi A6,2013,1400000,2013,Automatic,13.53,1984,5,chennai,11
Petrol,30360,2,Honda,Honda City,2019,1088000,2019,Automatic,17.4,1497,5,chennai,5
Petrol,70000,2,Maruti,Maruti Baleno,2017,590000,2017,Automatic,21.4,1197,5,chennai,7
Petrol,16246,1,Hyundai,Hyundai Grand i10,2016,568000,2016,Manual,18.9,1197,5,chennai,8
Petrol,55000,2,Maruti,Maruti Celerio,2017,400000,2017,Automatic,23.1,998,5,chennai,7
Petrol,13000,1,Toyota,Toyota Innova Crysta,2022,2790000,2022,Automatic,8.0,2694,7,chennai,2
Petrol,71638,2,Maruti,Maruti Celerio,2016,422000,2016,Automatic,23.1,998,5,chennai,8
Petrol,46105,1,Honda,Honda Amaze,2015,450000,2015,Manual,18.0,1198,5,chennai,9
Petrol,60000,1,Honda,Honda WR-V,2017,650000,2017,Manual,17.5,1199,5,chennai,7
Diesel,80000,1,Honda,Honda Jazz,2017,575000,2017,Manual,27.3,1498,5,chennai,7
Diesel,58000,1,Mercedes-Benz,Mercedes-Benz B Class,2015,1950000,2016,Automatic,15.0,2143,5,chennai,9
Petrol,70000,2,Maruti,Maruti Esteem,2008,150000,2008,Manual,15.9,1298,5,chennai,16
Petrol,61764,1,Maruti,Maruti Baleno,2017,702000,2017,Automatic,21.4,1197,5,chennai,7
Petrol,36018,2,Mahindra,Mahindra KUV 100,2016,448000,2016,Manual,18.15,1198,6,chennai,8
Diesel,150000,1,Renault,Renault Duster,2016,650000,2016,Automatic,19.6,1461,5,chennai,8
Petrol,17197,1,Hyundai,Hyundai Grand i10 Nios,2022,801000,2022,Manual,20.7,998,5,chennai,2
Petrol,62931,2,Honda,Honda City,2016,772000,2016,Automatic,18.0,1497,5,chennai,8
Petrol,90000,2,Toyota,Toyota Corolla Altis,2013,500000,2013,Manual,14.53,1798,5,chennai,11
Petrol,21023,1,Mahindra,Mahindra XUV300,2021,1103000,2021,Manual,16.82,1197,5,chennai,3
Diesel,43000,1,Toyota,Toyota Corolla Altis,2018,1490000,2018,Manual,21.43,1364,5,chennai,6
Diesel,110505,1,Maruti,Maruti Swift Dzire,2017,627000,2018,Automatic,28.4,1248,5,chennai,7
Petrol,78892,1,Hyundai,Hyundai Verna,2018,835000,2018,Manual,17.0,1591,5,chennai,6
Diesel,59000,1,Audi,Audi A6,2015,2089999,2016,Automatic,18.53,1968,5,chennai,9
Petrol,90058,1,Chevrolet,Chevrolet Sail,2014,350000,2014,Manual,18.2,1199,5,chennai,10
Diesel,69000,1,Audi,Audi Q5,2015,2100000,2015,Automatic,13.22,2967,5,chennai,9
Diesel,67000,1,Honda,Honda WR-V,2019,925000,2019,Manual,25.5,1498,5,chennai,5
Diesel,80000,1,Maruti,Maruti Ciaz,2017,850000,2017,Manual,28.09,1248,5,chennai,7
Diesel,57000,1,Audi,Audi Q7,2020,6600000,2020,Automatic,14.75,2967,7,chennai,4
Diesel,800000,1,Toyota,Toyota Innova Crysta,2018,2150000,2018,Manual,13.68,2393,8,chennai,6
Diesel,5500000,1,Mercedes-Benz,Mercedes-Benz C-Class,2018,3600000,2018,Automatic,19.27,2143,5,chennai,6
Diesel,27000,1,BMW,BMW 7 Series,2017,6800000,2017,Automatic,16.46,2993,5,chennai,7
Petrol,38334,1,Tata,Tata Nexon,2018,707000,2018,Manual,17.0,1198,5,chennai,6
Petrol,36992,1,Volkswagen,Volkswagen Polo,2019,680000,2019,Manual,17.74,999,5,chennai,5
Diesel,50000,2,BMW,BMW X3,2016,3750000,2016,Automatic,16.55,2993,5,chennai,8
Diesel,34596,1,Tata,Tata New Safari,2021,2039000,2021,Automatic,14.08,1956,6,chennai,3
Petrol,84564,1,Datsun,Datsun GO,2019,401000,2019,Manual,19.02,1198,5,chennai,5
Diesel,60001,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,2150000,2013,Automatic,13.0,2143,5,chennai,11
Petrol,23462,1,Hyundai,Hyundai Santro,2018,505000,2018,Manual,20.3,1086,5,chennai,6
Petrol,13000,1,Volkswagen,Volkswagen Taigun,2022,1599000,2022,Automatic,18.41,999,5,chennai,2
Diesel,54658,1,Honda,Honda Amaze,2019,830000,2019,Automatic,23.8,1498,5,chennai,5
Petrol,34164,1,Mahindra,Mahindra XUV300,2020,1036000,2020,Manual,16.82,1197,5,chennai,4
Petrol,10000,1,Kia,Kia Seltos,2022,1595000,2022,Manual,16.8,1497,5,chennai,2
Petrol,70000,3,Fiat,Fiat Punto,2010,100000,2010,Manual,14.6,1368,5,chennai,14
Petrol,37000,1,Hyundai,Hyundai Venue,2020,825000,2020,Manual,17.52,1197,5,chennai,4
Diesel,20000,1,Mahindra,Mahindra XUV700,2022,2900000,2022,Automatic,19.31,2198,7,chennai,2
Petrol,53967,1,Maruti,Maruti Baleno,2016,550000,2016,Manual,21.4,1197,5,chennai,8
Petrol,52700,1,Hyundai,Hyundai i10,2011,299000,2011,Manual,20.36,1197,5,chennai,13
Petrol,60000,1,Tata,Tata Nexon,2018,750000,2018,Automatic,17.0,1198,5,chennai,6
Petrol,99225,2,Honda,Honda Amaze,2014,375000,2014,Manual,18.6,1199,5,chennai,10
Petrol,60000,2,Fiat,Fiat Linea,2011,265000,2011,Manual,16.0,1368,5,chennai,13
Petrol,48220,1,Honda,Honda Jazz,2020,808000,2020,Automatic,17.1,1199,5,chennai,4
Petrol,72024,1,Honda,Honda Jazz,2016,542000,2016,Manual,18.7,1199,5,chennai,8
Petrol,80000,1,Honda,Honda Amaze,2016,529000,2016,Automatic,15.5,1198,5,chennai,8
Petrol,78735,1,Volkswagen,Volkswagen Polo,2017,684000,2017,Manual,16.2,1199,5,chennai,7
Diesel,72955,2,Ford,Ford Ecosport,2018,813000,2018,Manual,23.0,1498,5,chennai,6
Petrol,40000,1,Maruti,Maruti Ciaz,2015,650000,2015,Automatic,19.12,1373,5,chennai,9
Petrol,14037,1,Jeep,Jeep Compass,2021,1802000,2021,Manual,14.3,1368,5,chennai,3
Petrol,29000,1,Hyundai,Hyundai i20,2019,745000,2019,Manual,18.6,1197,5,chennai,5
Petrol,69864,1,Maruti,Maruti Baleno,2017,619000,2017,Manual,21.4,1197,5,chennai,7
Petrol,35739,1,Hyundai,Hyundai Xcent,2019,650000,2019,Manual,20.14,1197,5,chennai,5
Petrol,120000,2,Honda,Honda Jazz,2016,500000,2016,Automatic,19.0,1199,5,chennai,8
Diesel,18000,1,Maruti,Maruti Ertiga,2019,1145000,2019,Manual,24.52,1248,7,chennai,5
Diesel,21000,1,Tata,Tata Harrier,2019,1600000,2019,Manual,16.35,1956,5,chennai,5
Petrol,70404,1,Maruti,Maruti Baleno,2016,540000,2016,Manual,21.4,1197,5,chennai,8
Petrol,63000,1,Volkswagen,Volkswagen Vento,2015,675000,2015,Manual,16.09,1598,5,chennai,9
Petrol,88000,2,Volkswagen,Volkswagen Ameo,2017,509999,2017,Manual,17.0,1198,5,chennai,7
Petrol,65000,1,Honda,Honda City,2017,830000,2017,Manual,17.4,1497,5,chennai,7
Diesel,30000,2,Land Rover,Land Rover Discovery Sport,2017,3900000,2017,Automatic,12.51,2179,7,chennai,7
Petrol,71423,1,Honda,Honda City,2012,509999,2012,Automatic,15.6,1497,5,chennai,12
Petrol,80000,1,Maruti,Maruti XL6,2019,1200000,2019,Automatic,17.99,1462,6,chennai,5
Petrol,85759,1,Honda,Honda City,2017,766000,2017,Manual,17.8,1497,5,chennai,7
Petrol,24422,1,Hyundai,Hyundai Santro,2019,449000,2019,Manual,20.3,1086,5,chennai,5
Petrol,90000,4,Hyundai,Hyundai Verna,2017,750000,2017,Manual,17.0,1591,5,chennai,7
Petrol,67091,2,Honda,Honda Brio,2012,317000,2012,Manual,19.4,1198,5,chennai,12
Petrol,72787,1,MG,MG Hector,2020,1560000,2020,Manual,15.81,1451,5,chennai,4
Diesel,120000,2,Ford,Ford Endeavour,2017,1900000,2017,Manual,13.5,2198,7,chennai,7
Petrol,90142,1,Hyundai,Hyundai Grand i10,2017,522000,2017,Manual,18.9,1197,5,chennai,7
Petrol,150000,1,Hyundai,Hyundai i20,2015,500000,2015,Manual,18.6,1197,5,chennai,9
Petrol,33256,1,Ford,Ford Freestyle,2018,627000,2018,Manual,19.0,1194,5,chennai,6
Petrol,70027,1,Maruti,Maruti Baleno,2018,687000,2018,Automatic,21.4,1197,5,chennai,6
Diesel,120000,3,Hyundai,Hyundai Sonata,2007,204999,2007,Manual,13.6,1991,5,chennai,17
Petrol,60000,2,Volkswagen,Volkswagen Polo,2015,525000,2015,Manual,16.2,1199,5,chennai,9
Diesel,73686,1,Maruti,Maruti Swift,2017,620000,2017,Manual,25.2,1248,5,chennai,7
Diesel,44000,2,Mahindra,Mahindra TUV 300,2018,825000,2018,Manual,18.49,1493,7,chennai,6
Petrol,75581,1,Maruti,Maruti Swift,2015,530000,2016,Manual,21.21,1197,5,chennai,9
Diesel,58000,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,3600000,2016,Automatic,15.26,2143,5,chennai,9
Diesel,50000,2,Audi,Audi A3,2015,1950000,2015,Automatic,20.38,1968,5,chennai,9
Diesel,100000,1,Mahindra,Mahindra TUV 300,2015,650000,2015,Manual,18.49,1493,7,chennai,9
Diesel,108902,1,Maruti,Maruti Ciaz,2017,650000,2017,Manual,28.09,1248,5,chennai,7
Diesel,100425,1,Volkswagen,Volkswagen Ameo,2016,570000,2016,Manual,21.66,1498,5,chennai,8
Petrol,70887,2,Hyundai,Hyundai Xcent,2016,458000,2016,Manual,19.1,1197,5,chennai,8
Petrol,114981,2,Honda,Honda City,2016,577000,2016,Manual,17.8,1497,5,chennai,8
Petrol,45000,1,Honda,Honda WR-V,2018,900000,2018,Manual,17.5,1199,5,chennai,6
Petrol,45416,1,Hyundai,Hyundai Grand i10 Nios,2021,649000,2021,Manual,20.7,1197,5,chennai,3
Petrol,119468,1,Hyundai,Hyundai i20,2016,549000,2016,Manual,18.6,1197,5,chennai,8
Diesel,100000,3,Volkswagen,Volkswagen Vento,2015,650000,2015,Automatic,21.21,1498,5,chennai,9
Petrol,119975,1,Maruti,Maruti Swift Dzire,2017,513999,2017,Manual,22.41,1197,5,chennai,7
Petrol,19000,1,BMW,BMW 3 Series,2017,3900000,2017,Automatic,15.34,1998,5,chennai,7
Petrol,64906,2,Hyundai,Hyundai Grand i10,2016,455999,2016,Manual,18.9,1197,5,chennai,8
Petrol,81484,2,Maruti,Maruti Baleno,2016,501999,2016,Manual,21.4,1197,5,chennai,8
Petrol,45067,1,Maruti,Maruti Swift Dzire,2018,685000,2018,Manual,21.21,1197,5,chennai,6
Petrol,68000,1,Mercedes-Benz,Mercedes-Benz S-Class,2018,11000000,2018,Automatic,7.81,4663,4,chennai,6
Petrol,65768,1,Honda,Honda Jazz,2016,580000,2016,Manual,18.7,1199,5,chennai,8
Petrol,61000,2,Honda,Honda Jazz,2016,530000,2016,Manual,18.7,1199,5,chennai,8
Diesel,50000,3,Mercedes-Benz,Mercedes-Benz S-Class,2009,1700000,2009,Automatic,13.0,2987,5,chennai,15
Diesel,23000,1,BMW,BMW 5 Series,2018,4375000,2018,Automatic,18.12,1995,5,chennai,6
Diesel,17000,1,BMW,BMW 7 Series,2018,8200000,2019,Automatic,16.46,2993,5,chennai,6
Petrol,102958,1,Maruti,Maruti Celerio,2017,420000,2017,Automatic,23.1,998,5,chennai,7
Diesel,62900,1,Toyota,Toyota Corolla Altis,2013,775000,2013,Manual,21.43,1364,5,chennai,11
Petrol,65076,2,Maruti,Maruti Wagon R,2015,395000,2015,Manual,20.51,998,5,chennai,9
Petrol,75876,1,Maruti,Maruti Baleno,2016,533000,2017,Manual,21.4,1197,5,chennai,8
Petrol,98911,1,Hyundai,Hyundai i20,2015,547000,2015,Manual,18.6,1197,5,chennai,9
Petrol,45000,1,Maruti,Maruti Celerio,2015,395000,2015,Manual,23.1,998,5,chennai,9
Diesel,76089,1,Hyundai,Hyundai Verna,2017,908000,2017,Automatic,19.08,1582,5,chennai,7
Petrol,54505,2,Hyundai,Hyundai Grand i10,2017,521000,2017,Manual,18.9,1197,5,chennai,7
Diesel,24000,1,Audi,Audi A3,2019,2290000,2020,Automatic,20.38,1968,5,chennai,5
Petrol,96573,1,Maruti,Maruti Swift Dzire,2016,507000,2016,Manual,22.41,1197,5,chennai,8
Diesel,30000,1,Kia,Kia Seltos,2019,1625000,2019,Automatic,19.31,1493,5,chennai,5
Petrol,63720,2,Hyundai,Hyundai Grand i10,2016,528000,2016,Manual,18.9,1197,5,chennai,8
Petrol,14411,1,Maruti,Maruti Alto 800,2021,434999,2021,Manual,22.05,796,5,chennai,3
Petrol,11000,1,Volkswagen,Volkswagen Taigun,2022,1490000,2022,Automatic,18.41,999,5,chennai,2
Petrol,21000,1,Skoda,Skoda Kushaq,2022,1789999,2022,Automatic,18.86,1498,5,chennai,2
Petrol,34392,1,Honda,Honda WR-V,2017,625000,2017,Manual,17.5,1199,5,chennai,7
Petrol,20000,1,Hyundai,Hyundai Grand i10 Nios,2022,690000,2022,Manual,20.7,1197,5,chennai,2
Petrol,10000,1,Kia,Kia Sonet,2022,1350000,2022,Manual,18.2,998,5,chennai,2
Petrol,20000,1,MG,MG Astor,2022,1550000,2022,Automatic,14.82,1498,5,chennai,2
Petrol,47000,1,Toyota,Toyota Glanza,2019,790000,2019,Automatic,19.56,1197,5,chennai,5
Petrol,60333,2,Maruti,Maruti Alto K10,2014,270000,2014,Manual,23.95,998,5,chennai,10
Diesel,81058,1,Hyundai,Hyundai Grand i10,2014,365000,2014,Manual,24.0,1186,5,chennai,10
Petrol,51800,2,Honda,Honda Civic,2010,425000,2010,Manual,13.5,1799,5,chennai,14
Petrol,32797,2,Hyundai,Hyundai Grand i10,2016,528000,2016,Manual,18.9,1197,5,chennai,8
Petrol,69731,1,Hyundai,Hyundai Grand i10,2016,511000,2016,Manual,18.9,1197,5,chennai,8
Petrol,54000,2,Honda,Honda City,2016,625000,2016,Manual,17.8,1497,5,chennai,8
Petrol,110267,2,Nissan,Nissan Micra Active,2016,327000,2016,Manual,19.49,1198,5,chennai,8
Petrol,31767,1,Mahindra,Mahindra KUV 100,2018,505000,2018,Manual,18.15,1198,6,chennai,6
Petrol,45677,2,Honda,Honda WR-V,2018,640000,2018,Manual,17.5,1199,5,chennai,6
Petrol,66656,1,Maruti,Maruti Celerio,2017,449000,2017,Manual,25.24,998,5,chennai,7
Diesel,27000,1,Honda,Honda Amaze,2019,725000,2019,Manual,24.7,1498,5,chennai,5
Petrol,37004,1,Renault,Renault KWID,2021,495000,2021,Manual,21.74,999,5,chennai,3
Petrol,85274,2,Hyundai,Hyundai i10,2011,271000,2011,Manual,20.36,1197,5,chennai,13
Diesel,60000,2,Hyundai,Hyundai Creta,2017,940000,2017,Manual,19.67,1582,5,chennai,7
Petrol,42000,1,Honda,Honda City,2017,799000,2017,Manual,17.4,1497,5,chennai,7
Diesel,20000,1,Hyundai,Hyundai Creta,2022,1850000,2022,Manual,19.31,1493,5,chennai,2
Diesel,30000,1,Kia,Kia Carens,2022,2000000,2022,Automatic,19.31,1493,7,chennai,2
Diesel,25000,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,4500000,2017,Automatic,16.1,1950,5,chennai,7
Diesel,80000,3,Mahindra,Mahindra XUV500,2014,700000,2014,Manual,15.1,2179,7,chennai,10
Petrol,60000,2,Hyundai,Hyundai Verna,2015,585000,2015,Manual,17.1,1591,5,chennai,9
Diesel,20000,1,Tata,Tata Harrier,2022,2050000,2022,Manual,16.35,1956,5,chennai,2
Petrol,20000,1,MG,MG Hector,2022,1989999,2022,Automatic,19.31,1451,5,chennai,2
Diesel,55037,2,Hyundai,Hyundai Creta,2020,1445000,2020,Manual,19.31,1493,5,chennai,4
Petrol,65607,1,Hyundai,Hyundai Santro,2018,451000,2019,Manual,20.3,1086,5,chennai,6
Cng,70000,1,Maruti,Maruti Ertiga Tour,2021,1100000,2021,Manual,19.31,1462,7,chennai,3
Petrol,74777,1,Hyundai,Hyundai i20,2016,631000,2016,Manual,18.6,1197,5,chennai,8
Petrol,102392,2,Toyota,Toyota Etios,2012,411000,2012,Manual,17.6,1496,5,chennai,12
Diesel,90210,1,Skoda,Skoda Rapid,2015,500000,2015,Manual,21.14,1498,5,chennai,9
Petrol,62373,1,Maruti,Maruti Swift Dzire,2014,488000,2014,Manual,22.41,1197,5,chennai,10
Diesel,80000,1,Tata,Tata Zest,2015,459999,2015,Manual,22.95,1248,5,chennai,9
Petrol,25219,2,Maruti,Maruti Celerio,2018,513999,2018,Automatic,26.0,998,5,chennai,6
Diesel,64409,3,Maruti,Maruti Swift,2014,508000,2015,Manual,25.2,1248,5,chennai,10
Diesel,52000,1,Tata,Tata Nexon,2018,865000,2018,Manual,21.5,1497,5,chennai,6
Petrol,30000,2,Maruti,Maruti Ciaz,2018,855000,2019,Automatic,20.28,1462,5,chennai,6
Diesel,14000,1,Mercedes-Benz,Mercedes-Benz S-Class,2020,11800000,2021,Automatic,13.5,2925,5,chennai,4
Diesel,48574,1,Hyundai,Hyundai Venue,2019,925000,2019,Manual,23.7,1396,5,chennai,5
Petrol,71423,1,Honda,Honda City,2012,509999,2012,Automatic,16.8,1497,5,chennai,12
Diesel,30000,1,Mercedes-Benz,Mercedes-Benz E-Class,2020,5700000,2020,Automatic,16.1,1950,5,chennai,4
Petrol,75498,1,Maruti,Maruti Wagon R,2013,350000,2013,Manual,18.9,998,5,chennai,11
Petrol,95963,1,Honda,Honda City,2017,630000,2017,Manual,17.8,1497,5,chennai,7
Petrol,46613,1,Maruti,Maruti Wagon R,2015,409999,2015,Manual,20.51,998,5,chennai,9
Petrol,30000,1,Honda,Honda WR-V,2017,725000,2017,Manual,17.5,1199,5,chennai,7
Petrol,18722,1,Honda,Honda Amaze,2015,466000,2015,Manual,18.0,1198,5,chennai,9
Petrol,5593,1,Kia,Kia Seltos,2023,1864000,2023,Automatic,16.5,1353,5,chennai,1
Diesel,40000,1,Audi,Audi Q3,2017,2700000,2017,Automatic,15.73,1968,5,chennai,7
Petrol,20875,1,Maruti,Maruti Celerio,2021,503000,2021,Manual,25.24,998,5,chennai,3
Petrol,46436,2,Renault,Renault KWID,2018,309000,2018,Manual,25.17,799,5,chennai,6
Petrol,127672,1,Honda,Honda City,2016,640000,2016,Automatic,18.0,1497,5,chennai,8
Petrol,12814,1,Hyundai,Hyundai Venue,2021,841000,2021,Manual,17.52,1197,5,chennai,3
Diesel,26000,1,Tata,Tata New Safari,2022,1889999,2022,Manual,16.14,1956,7,chennai,2
Petrol,45851,1,Hyundai,Hyundai i10,2011,288000,2011,Manual,20.36,1197,5,chennai,13
Petrol,36349,1,Hyundai,Hyundai Venue,2021,940000,2021,Manual,18.0,998,5,chennai,3
Petrol,35000,1,Volkswagen,Volkswagen Polo,2018,844999,2018,Automatic,17.21,1197,5,chennai,6
Diesel,17059,1,Tata,Tata New Safari,2021,2055999,2021,Automatic,14.08,1956,7,chennai,3
Diesel,37000,1,BMW,BMW X5,2019,7700000,2019,Automatic,13.38,2993,5,chennai,5
Petrol,48163,2,Maruti,Maruti Wagon R,2016,400000,2016,Manual,20.51,998,5,chennai,8
Petrol,40000,3,Maruti,Maruti Swift Dzire,2013,425000,2013,Manual,19.1,1197,5,chennai,11
Diesel,150000,2,Tata,Tata Indigo,2008,200000,2008,Manual,17.0,1405,5,chennai,16
Petrol,20000,1,Volkswagen,Volkswagen Polo,2020,750000,2020,Manual,17.74,999,5,chennai,4
Diesel,47000,1,Hyundai,Hyundai Creta,2019,1689999,2020,Automatic,17.6,1582,5,chennai,5
Petrol,112711,1,Hyundai,Hyundai i10,2013,310000,2013,Manual,20.36,1197,5,chennai,11
Diesel,53000,1,Toyota,Toyota Fortuner,2020,3900000,2020,Automatic,15.04,2755,7,chennai,4
Petrol,65895,2,Maruti,Maruti Celerio,2016,437000,2016,Automatic,26.68,998,5,chennai,8
Petrol,15625,1,Mahindra,Mahindra XUV300,2022,1026000,2022,Automatic,17.0,1197,5,chennai,2
Diesel,107595,1,Maruti,Maruti Swift,2015,560000,2015,Manual,25.2,1248,5,chennai,9
Petrol,23838,1,Maruti,Maruti Ignis,2017,532000,2017,Manual,20.89,1197,5,chennai,7
Petrol,28975,1,Maruti,Maruti Alto K10,2015,323000,2015,Manual,24.39,998,5,chennai,9
Petrol,30742,1,Honda,Honda WR-V,2018,770000,2018,Manual,17.5,1199,5,chennai,6
Petrol,10363,1,Maruti,Maruti S-Presso,2022,492000,2022,Manual,21.7,998,5,chennai,2
Petrol,100000,1,Honda,Honda City,2015,650000,2015,Manual,17.4,1497,5,chennai,9
Petrol,75555,1,Honda,Honda City,2016,633000,2017,Manual,17.8,1497,5,chennai,8
Petrol,60929,2,Hyundai,Hyundai Creta,2018,982000,2018,Manual,15.8,1591,5,chennai,6
Diesel,78000,2,BMW,BMW X5,2009,1350000,2009,Automatic,11.7,2993,5,chennai,15
Diesel,120000,1,Maruti,Maruti Vitara Brezza,2017,900000,2017,Manual,24.3,1248,5,chennai,7
Diesel,143185,1,Honda,Honda Amaze,2014,370000,2014,Manual,25.8,1498,5,chennai,10
Petrol,115434,1,Maruti,Maruti Ciaz,2017,620000,2017,Manual,20.73,1373,5,chennai,7
Petrol,43000,1,Maruti,Maruti Ignis,2018,480000,2018,Manual,20.89,1197,5,chennai,6
Petrol,63309,1,Honda,Honda Brio,2015,430000,2016,Manual,18.5,1198,5,chennai,9
Diesel,150000,1,Maruti,Maruti Swift,2015,500000,2015,Manual,25.2,1248,5,chennai,9
Diesel,53000,1,BMW,BMW 7 Series,2019,7600000,2019,Automatic,16.46,2993,5,chennai,5
Petrol,39386,1,Maruti,Maruti Baleno,2019,790000,2019,Manual,21.01,1197,5,chennai,5
Diesel,42000,1,BMW,BMW 6 Series,2018,5200000,2018,Automatic,17.09,2993,4,chennai,6
Petrol,29257,1,Renault,Renault Triber,2021,776000,2021,Automatic,18.2,999,7,chennai,3
Petrol,61829,1,Maruti,Maruti Baleno,2017,702000,2017,Automatic,21.4,1197,5,chennai,7
Petrol,83901,1,Maruti,Maruti Alto K10,2014,290000,2014,Manual,23.95,998,5,chennai,10
Petrol,33295,1,Maruti,Maruti Celerio,2014,383000,2014,Manual,25.24,998,5,chennai,10
Petrol,33610,1,Maruti,Maruti Celerio,2015,411000,2016,Manual,25.24,998,5,chennai,9
Diesel,95600,1,Maruti,Maruti Ciaz,2014,615000,2014,Manual,26.21,1248,5,chennai,10
Petrol,20960,1,Tata,Tata Tiago,2018,515000,2019,Manual,23.84,1199,5,chennai,6
Diesel,66000,1,BMW,BMW 3 Series,2016,2575000,2016,Automatic,20.37,1995,5,chennai,8
Petrol,85105,2,Hyundai,Hyundai i20,2015,507000,2015,Manual,18.6,1197,5,chennai,9
Petrol,44519,2,Hyundai,Hyundai EON,2016,322000,2016,Manual,21.1,814,5,chennai,8
Petrol,54024,1,Maruti,Maruti Baleno,2017,575000,2017,Manual,21.4,1197,5,chennai,7
Petrol,20027,1,Maruti,Maruti Baleno,2020,850000,2020,Manual,21.01,1197,5,chennai,4
Diesel,44000,1,Audi,Audi A6,2019,3700000,2019,Automatic,18.53,1968,5,chennai,5
Diesel,58000,1,Audi,Audi Q3,2014,1800000,2014,Automatic,15.73,1968,5,chennai,10
Diesel,67905,1,Honda,Honda Amaze,2013,425000,2013,Manual,25.8,1498,5,chennai,11
Petrol,62604,1,Maruti,Maruti Baleno,2017,650000,2017,Manual,21.01,1197,5,chennai,7
Diesel,120000,1,Toyota,Toyota Innova,2009,750000,2009,Manual,12.8,2494,7,chennai,15
Diesel,105781,1,Honda,Honda Amaze,2014,450000,2014,Manual,25.8,1498,5,chennai,10
Petrol,68724,1,Maruti,Maruti Ciaz,2017,720000,2017,Manual,20.73,1373,5,chennai,7
Petrol,67000,1,Maruti,Maruti Celerio,2014,425000,2014,Automatic,23.1,998,5,chennai,10
Petrol,110273,2,Hyundai,Hyundai i10,2010,235000,2010,Manual,20.36,1197,5,chennai,14
Petrol,65628,2,Maruti,Maruti Celerio,2016,437000,2016,Automatic,23.1,998,5,chennai,8
Petrol,106075,1,Volkswagen,Volkswagen Polo,2014,409999,2014,Manual,16.47,1198,5,chennai,10
Petrol,6023,1,Maruti,Maruti Ignis,2022,731000,2022,Manual,20.89,1197,5,chennai,2
Petrol,38999,2,Tata,Tata Tiago,2018,501999,2018,Manual,23.84,1199,5,chennai,6
Diesel,105000,1,Toyota,Toyota Innova Crysta,2018,2050000,2018,Manual,13.68,2393,7,chennai,6
Diesel,7811,1,Tata,Tata New Safari,2022,1963000,2022,Automatic,14.08,1956,7,chennai,2
Petrol,58747,2,Maruti,Maruti Alto K10,2011,222000,2011,Manual,20.92,998,5,chennai,13
