ft,bt,km,ownerNo,oem,modelYear,Insurance Validity,Transmission,Mileage,Engine,Torque,Color,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,city,Max Power
Petrol,SUV,1500,1,Maruti,2023,Comprehensive,Automatic,20.01,998.0,147.0,White,3.0,4.0,3995.0,1765.0,1550.0,2520.0,1055.0,6-Speed AT,5,Electric,Tubeless Radial,5,delhi,98.0
Petrol,Sedan,80000,3,Honda,2009,Third Party,Manual,17.0,1497.0,146.0,White,4.0,4.0,4420.0,1695.0,1480.0,2550.0,1100.0,5 Speed,5,Power,Tubeless Radial,4,delhi,118.0
Petrol,Hatchback,120000,2,Maruti,2005,Third Party,Manual,18.9,998.0,90.0,Others,3.0,4.0,3595.0,1475.0,1700.0,2400.0,870.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,67.0
Diesel,Sedan,60000,3,Hyundai,2017,Third Party,Automatic,18.23,1582.0,259.0,Others,4.0,4.0,4570.0,1800.0,1465.0,2700.0,1240.0,6 Speed,5,Power,Tubeless Radial,4,kolkata,126.0
Petrol,Hatchback,68000,3,Honda,2015,Third Party,Automatic,16.5,1198.0,109.0,Red,4.0,4.0,3610.0,1680.0,1500.0,2345.0,970.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,86.0
Petrol,Hatchback,33709,2,Tata,2018,Comprehensive,Manual,23.84,1199.0,114.0,Others,3.0,4.0,3746.0,1647.0,1535.0,2400.0,940.0,5 Speed,5,Power,Tubeless,5,delhi,84.0
Petrol,Hatchback,27872,1,Honda,2017,Comprehensive,Automatic,19.0,1199.0,110.0,Brown,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1066.0,5 Speed,5,Power,Tubeless Radial,5,chennai,88.0
Diesel,Sedan,120000,2,Tata,2011,Third Party,Manual,17.0,1405.0,13.0,Red,4.0,2.0,4150.0,1620.0,1540.0,2450.0,1070.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,70.0
Diesel,Sedan,51438,1,Honda,2014,Third Party,Manual,25.8,1498.0,200.0,Silver,4.0,4.0,3990.0,1680.0,1505.0,2405.0,1045.0,5 Speed,5,Power,Tubeless Radial,4,chennai,98.0
Petrol,Hatchback,14023,1,Renault,2022,Third Party,Manual,22.25,799.0,72.0,Red,3.0,4.0,3731.0,1579.0,1474.0,2518.403850840848,690.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,53.0
Petrol,Sedan,29905,1,Hyundai,2019,Comprehensive,Manual,17.0,1591.0,151.0,Grey,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1228.0,6 Speed,5,Power,Tubeless,4,jaipur,121.0
Petrol,SUV,26000,1,Hyundai,2020,Comprehensive,Automatic,18.15,998.0,172.0,White,3.0,4.0,3995.0,1770.0,1605.0,2500.0,1440.0,7 Speed DCT,5,Electric,Radial,5,bangalore,118.0
Petrol,Hatchback,74000,1,Hyundai,2009,Third Party,Manual,20.36,1197.0,111.0,Red,4.0,4.0,3585.0,1595.0,1550.0,2380.0,930.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,78.0
Petrol,Hatchback,40000,3,Honda,2012,Third Party,Manual,19.4,1198.0,109.0,Others,4.0,4.0,3610.0,1680.0,1500.0,2345.0,925.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,86.0
Petrol,Hatchback,32000,1,Hyundai,2019,Comprehensive,Manual,18.9,1197.0,113.0,Blue,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1060.0,5 Speed,5,Power,Tubeless,5,kolkata,81.0
Petrol,Sedan,64000,1,Maruti,2015,Third Party,Manual,20.73,1373.0,130.0,Silver,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1010.0,5 Speed,5,Power,Tubeless Radial,4,delhi,91.0
Diesel,SUV,60000,4,Mahindra,2017,Third Party,Manual,16.55,2498.0,247.0,Others,4.0,4.0,3920.0,1726.0,1930.0,2430.0,1715.0,5 Speed,6,Power,Tubeless,3,jaipur,105.0
Diesel,Sedan,120000,2,Maruti,2015,Third Party,Manual,26.59,1248.0,190.0,White,4.0,4.0,3995.0,1695.0,1555.0,2430.0,1045.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,74.0
Petrol,Sedan,20000,1,Honda,2023,Third Party,Manual,17.8,1498.0,145.0,Others,4.0,4.0,4574.0,1748.0,1489.0,2600.0,1107.0,6 Speed,5,Electric,Tubeless Radial,4,kolkata,119.0
Petrol,Hatchback,69475,1,Maruti,2018,Third Party,Automatic,23.95,998.0,90.0,Superior white,3.0,4.0,3545.0,1490.0,1475.0,2360.0,784.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,67.0
Diesel,SUV,65000,1,BMW,2017,Comprehensive,Automatic,15.97,2993.0,560.0,White,6.0,4.0,4886.0,1938.0,1762.0,2933.0,2030.0,8 Speed,5,Power,Runflat,5,delhi,258.0
Petrol,Hatchback,80000,2,Maruti,2004,Third Party,Manual,16.1,796.0,59.0,Others,3.0,2.0,3335.0,1440.0,1405.0,2175.0,665.0,4 Speed,4,Manual,Radial,4,jaipur,37.0
Petrol,Hatchback,33683,1,Hyundai,2015,Comprehensive,Manual,19.81,1086.0,99.0,Red,4.0,3.0,3585.0,1595.0,1550.0,2380.0,860.0,5 Speed,5,Power,Tubeless,5,kolkata,68.0
Petrol,Sedan,117131,3,Honda,2014,Third Party,Manual,18.0,1198.0,109.0,Alabaster Silver Metallic - Amaze,4.0,4.0,3990.0,1680.0,1505.0,2405.0,960.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,86.0
Petrol,Hatchback,94681,2,Maruti,2014,Comprehensive,Manual,18.5,1197.0,114.0,White,4.0,4.0,3775.0,1680.0,1620.0,2360.0,1030.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,85.0
Petrol,Hatchback,40000,2,Maruti,2012,Third Party,Manual,20.92,998.0,90.0,White,3.0,4.0,3620.0,1475.0,1460.0,2360.0,765.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,67.0
Petrol,Hatchback,75402,2,Honda,2018,Third Party,Manual,18.7,1199.0,110.0,Brown,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1042.0,5 Speed,5,Power,Tubeless Radial,5,delhi,88.0
Diesel,MUV,82896,2,Maruti,2012,Third Party,Manual,20.77,1248.0,200.0,Black,4.0,4.0,4265.0,1695.0,1685.0,2740.0,1235.0,5 Speed,7,Power,Tubeless Radial,5,delhi,88.0
Petrol,Hatchback,60000,3,Maruti,2010,Third Party,Manual,18.5,1197.0,114.0,Others,4.0,4.0,3775.0,1680.0,1620.0,2360.0,1015.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,85.0
Petrol,Hatchback,91380,1,Maruti,2015,Comprehensive,Manual,23.95,998.0,90.0,White,3.0,4.0,3545.0,1515.0,1475.0,2360.0,779.0,5 Speed,5,Power,Tubeless Radial,5,delhi,67.0
Petrol,Hatchback,11326,1,Maruti,2019,Comprehensive,Manual,21.21,1197.0,113.0,Grey,4.0,4.0,3840.0,1735.0,1530.0,2450.0,855.0,5,5,Electric,Tubeless,5,kolkata,81.0
Petrol,SUV,7000,1,Audi,2020,Third Party,Automatic,19.305221281860927,1984.0,320.0,Grey,4.0,4.0,4318.0,1805.0,1548.0,2593.0,1505.0,7-speed Stronic,5,Power,Tubeless Radial,5,delhi,187.0
Petrol,Hatchback,68178,1,Hyundai,2013,Comprehensive,Manual,18.9,1197.0,114.0,Blue,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,chennai,82.0
Diesel,Hatchback,91543,3,Maruti,2012,Third Party,Manual,22.9,1248.0,190.0,Metallic Glistening Grey,4.0,4.0,3850.0,1695.0,1530.0,2430.0,1060.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,74.0
Petrol,Hatchback,50318,1,Maruti,2016,Third Party,Manual,21.4,1197.0,115.0,Silver,4.0,4.0,3995.0,1745.0,1510.0,2520.0,870.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,83.0
Petrol,Hatchback,53098,2,Hyundai,2016,Comprehensive,Manual,21.1,814.0,74.0,White,3.0,3.0,3495.0,1550.0,1500.0,2380.0,880.0,5 Speed,5,Power,Tubeless,5,chennai,55.0
Petrol,Hatchback,57929,1,Maruti,2019,Zero Dep,Manual,24.39,998.0,89.0,Red,3.0,4.0,3530.0,1490.0,1520.0,2380.0,755.0,5 Speed,5,Power,Tubeless Radial,5,delhi,65.0
Petrol,Hatchback,32112,2,Maruti,2018,Comprehensive,Manual,25.24,998.0,89.0,Red,3.0,4.0,3695.0,1655.0,1555.0,2435.0,810.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,65.0
Petrol,Hatchback,50000,2,Maruti,2008,Third Party,Manual,18.2,998.0,90.0,Others,3.0,4.0,4072.5542822677926,1718.2144581221337,1558.5103739445115,2518.403850840848,1178.0901432181972,5 Speed,5,Power,Tubeless Radial,5,jaipur,67.0
Petrol,Sedan,35538,1,Maruti,2017,Comprehensive,Automatic,21.21,1197.0,113.0,Blue,4.0,4.0,3995.0,1735.0,1515.0,2450.0,860.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,81.0
Petrol,Hatchback,39959,1,Maruti,2016,Zero Dep,Manual,21.4,1197.0,115.0,Orange,4.0,4.0,3995.0,1745.0,1510.0,2520.0,880.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,83.0
Petrol,Hatchback,29011,1,Renault,2017,Third Party,Manual,23.01,999.0,91.0,Silver,3.0,4.0,3679.0,1579.0,1478.0,2422.0,710.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,67.0
Diesel,MUV,93997,1,Maruti,2013,Third Party,Manual,20.77,1248.0,200.0,Silver,4.0,4.0,4265.0,1695.0,1685.0,2740.0,1235.0,5 Speed,7,Power,Tubeless Radial,5,hyderabad,88.0
Petrol,Hatchback,21659,1,Honda,2021,Third Party,Manual,17.1,1199.0,110.0,White,4.0,4.0,3989.0,1694.0,1544.0,2530.0,1063.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,88.0
Petrol,Hatchback,9553,1,Maruti,2019,Third Party,Automatic,20.52,1197.0,113.0,Brown,4.0,4.0,3655.0,1620.0,1675.0,2435.0,830.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,81.0
Diesel,Hatchback,40561,1,Maruti,2016,Third Party,Manual,23.2,1248.0,190.0,White,4.0,4.0,3775.0,1680.0,1620.0,2360.0,1100.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,73.0
Petrol,Hatchback,76485,1,Maruti,2015,Comprehensive,Manual,22.38,1197.0,113.0,Silver,4.0,4.0,3845.0,1735.0,1530.0,2450.0,875.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,88.0
Petrol,Hatchback,90000,2,Volkswagen,2014,Third Party,Manual,16.47,1198.0,110.0,Blue,3.0,4.0,3971.0,1682.0,1469.0,2469.0,1053.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,74.0
Petrol,SUV,9169,1,Tata,2022,Third Party,Manual,20.09,1199.0,115.0,Green,3.0,4.0,3827.0,1742.0,1615.0,2445.0,1080.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,86.0
Petrol,Hatchback,45851,1,Hyundai,2011,Comprehensive,Manual,20.36,1197.0,111.0,Silver,4.0,4.0,3585.0,1595.0,1550.0,2380.0,930.0,5 Speed,5,Power,Tubeless Radial,4,chennai,78.0
Petrol,Hatchback,33610,1,Maruti,2015,Comprehensive,Manual,25.24,998.0,89.0,Blue,3.0,4.0,3695.0,1655.0,1555.0,2435.0,810.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,65.0
Petrol,Hatchback,60000,3,Maruti,2016,Third Party,Manual,23.95,998.0,90.0,Others,3.0,4.0,3545.0,1515.0,1475.0,2360.0,779.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,67.0
Petrol,Hatchback,15985,1,Renault,2020,Third Party,Manual,21.46,999.0,91.0,Brown,3.0,4.0,3731.0,1579.0,1474.0,2518.403850840848,699.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,67.0
Petrol,Sedan,100000,1,Honda,2008,Third Party,Manual,17.0,1497.0,146.0,Gray,4.0,4.0,4420.0,1695.0,1480.0,2550.0,1100.0,5 Speed,5,Power,Tubeless Radial,4,chennai,118.0
Diesel,Hatchback,100000,1,Tata,2015,Third Party,Manual,22.95,1248.0,190.0,Others,4.0,4.0,3825.0,1695.0,1562.0,2470.0,1132.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,74.0
Petrol,Sedan,17875,2,Toyota,2021,Third Party,Manual,17.1,1496.0,140.0,Red,4.0,4.0,4425.0,1730.0,1495.0,2550.0,1095.0,6 Speed,5,Power,Tubeless Radial,4,bangalore,105.0
Diesel,SUV,43867,1,Mahindra,2021,Third Party,Manual,17.29,1493.0,260.0,White,3.0,4.0,3995.0,1795.0,1817.0,2680.0,1505.0,5 Speed,7,Power,Tubeless Radial,5,jaipur,100.0
Petrol,Sedan,70887,2,Hyundai,2016,Third Party,Manual,19.1,1197.0,114.0,Silver,4.0,4.0,3995.0,1660.0,1520.0,2425.0,1120.0,5 Speed,5,Power,Tubeless,4,chennai,82.0
Diesel,MUV,95600,1,Tata,2017,Third Party,Manual,17.6,2179.0,400.0,Arizona Blue,4.0,4.0,4788.0,1900.0,1785.0,2850.0,1865.0,6 Speed,7,Power,Tubeless Radial,5,hyderabad,153.0
Diesel,SUV,120000,2,Toyota,2012,Third Party,Manual,13.0,2982.0,343.0,Others,4.0,4.0,4705.0,1840.0,1850.0,2750.0,1880.0,5 Speed,7,Power,Tubeless Radial,5,delhi,168.0
Petrol,Sedan,70418,1,Tata,2015,Comprehensive,Manual,17.57,1193.0,140.0,PLATINUM SILVER,4.0,2.0,3995.0,1706.0,1570.0,2470.0,1115.0,5 Speed,5,Power,Tubeless Radial,4,chennai,88.0
Petrol,Sedan,8608,1,Skoda,2021,Zero Dep,Automatic,16.24,999.0,175.0,White,3.0,4.0,4413.0,1699.0,1466.0,2552.0,1139.0,6 Speed,5,Power,Tubeless Radial,4,chennai,108.0
Diesel,SUV,150000,1,Renault,2016,Third Party,Automatic,19.6,1461.0,245.0,Others,4.0,4.0,4315.0,1822.0,1695.0,2673.0,1245.0,6 Speed,5,Power,Tubeless Radial,5,chennai,108.0
Petrol,Hatchback,120000,4,Chevrolet,2011,Third Party,Manual,18.6,1199.0,108.0,Others,4.0,4.0,3640.0,1595.0,1520.0,2375.0,1050.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,79.0
Petrol,Sedan,10000,1,Honda,2021,Third Party,Manual,18.6,1199.0,110.0,Black,4.0,4.0,3995.0,1695.0,1501.0,2470.0,924.0,5 Speed,5,Electric,Tubeless Radial,4,kolkata,88.0
Diesel,Sedan,78121,1,Hyundai,2012,Third Party,Manual,22.32,1582.0,259.0,Others,4.0,4.0,4370.0,1700.0,1475.0,2570.0,1240.0,4 Speed,5,Power,Tubeless Radial,4,kolkata,126.0
Petrol,Hatchback,7414,1,Renault,2022,Third Party,Manual,22.25,799.0,72.0,Red,3.0,4.0,3731.0,1579.0,1474.0,2518.403850840848,690.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,53.0
Petrol,Hatchback,20000,1,Renault,2022,Third Party,Manual,21.46,999.0,91.0,Others,3.0,4.0,3731.0,1579.0,1474.0,2518.403850840848,699.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,67.0
Petrol,MUV,17000,1,Renault,2022,Comprehensive,Manual,20.0,999.0,96.0,White,3.0,4.0,3991.0,1739.0,1643.0,2518.403850840848,947.0,5 Speed,7,Electric,Tubeless Radial,5,chennai,71.0
Petrol,Hatchback,66244,1,Maruti,2018,Third Party,Manual,21.01,1197.0,113.0,Blue,4.0,4.0,3995.0,1745.0,1510.0,2520.0,865.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,81.0
Cng,Hatchback,64228,2,Maruti,2019,Zero Dep,Manual,33.54,998.0,90.0,Silver,3.0,4.0,3655.0,1620.0,1675.0,2435.0,805.0,5 Speed,5,Power,Tubeless,5,delhi,67.0
Diesel,SUV,20000,2,Mahindra,2012,Third Party,Manual,12.05,2179.0,290.0,Others,4.0,4.0,4430.0,1817.0,1975.0,2680.0,1920.0,5 Speed,7,Power,Tubeless Radial,5,hyderabad,120.0
Diesel,Hatchback,150000,1,Honda,2016,Third Party,Manual,27.3,1498.0,200.0,Others,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1154.0,6 Speed,5,Power,Tubeless Radial,5,jaipur,98.0
Diesel,SUV,120000,2,Renault,2013,Third Party,Manual,19.64,1461.0,245.0,Others,4.0,4.0,4315.0,1822.0,1695.0,2673.0,1300.0,6 Speed,5,Power,Tubeless,5,jaipur,108.0
Petrol,Hatchback,78211,1,Hyundai,2020,Third Party,Manual,20.3,1086.0,99.0,White,4.0,3.0,3610.0,1645.0,1560.0,2400.0,990.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,68.0
Diesel,SUV,110455,2,Renault,2014,Comprehensive,Manual,20.45,1461.0,200.0,Brown,4.0,4.0,4315.0,1822.0,1695.0,2673.0,1240.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,83.0
Petrol,MUV,39316,1,Renault,2022,Zero Dep,Manual,20.0,999.0,96.0,Silver,3.0,4.0,3991.0,1739.0,1643.0,2518.403850840848,947.0,5 Speed,7,Electric,Tubeless Radial,5,hyderabad,71.0
Petrol,Sedan,60000,1,Maruti,2010,Third Party,Manual,17.5,1298.0,114.0,Others,4.0,4.0,4160.0,1690.0,1530.0,2390.0,1025.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,85.0
Petrol,Hatchback,40000,1,Maruti,2015,Third Party,Manual,21.21,1197.0,113.0,Others,4.0,4.0,3840.0,1735.0,1530.0,2450.0,855.0,5,5,Electric,Tubeless,5,kolkata,81.0
Diesel,SUV,70000,1,Audi,2017,Third Party,Automatic,14.16,1968.0,380.0,Others,4.0,4.0,4629.0,2089.0,1655.0,2807.0,1830.0,7 Speed,5,Power,Tubeless Radial,5,hyderabad,174.0
Diesel,Hatchback,110000,2,Maruti,2017,Third Party,Manual,25.2,1248.0,190.0,Others,4.0,4.0,3840.0,1735.0,1530.0,2450.0,965.0,5 Speed,5,Power,Tubeless,5,hyderabad,74.0
Petrol,Hatchback,50000,1,Tata,2020,Third Party,Manual,20.09,1199.0,113.0,Others,3.0,4.0,3765.0,1677.0,1535.0,2400.0,1100.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,84.0
Petrol,Hatchback,23055,1,Volkswagen,2020,Third Party,Manual,18.24,999.0,175.0,Red,3.0,4.0,3971.0,1682.0,1469.0,2470.0,1072.0,6 Speed,5,Electronic,Tubeless Radial,5,kolkata,108.0
Petrol,Hatchback,35375,1,Maruti,2020,Third Party,Manual,22.05,796.0,69.0,Silver,3.0,4.0,3445.0,1515.0,1475.0,2360.0,757.0,5 Speed,5,Power,Tubeless,5,chennai,47.0
Petrol,Hatchback,100000,2,Maruti,2009,Third Party,Manual,19.7,796.0,62.0,Others,3.0,4.0,3495.0,1475.0,1460.0,2360.0,705.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,46.0
Diesel,Sedan,44200,1,Honda,2014,Third Party,Manual,26.0,1498.0,200.0,White,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1150.0,6 Speed,5,Power,Tubeless Radial,4,kolkata,98.0
Petrol,Hatchback,30000,1,Volkswagen,2011,Third Party,Manual,16.47,1198.0,110.0,Others,3.0,4.0,3970.0,1682.0,1453.0,2456.0,1030.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,73.0
Diesel,Hatchback,59037,1,Hyundai,2015,Third Party,Manual,24.0,1120.0,160.0,Yellow,3.0,4.0,3765.0,1660.0,1520.0,2425.0,1025.0,5 Speed,5,Power,Tubeless,5,kolkata,70.0
Petrol,SUV,59801,1,Hyundai,2018,Comprehensive,Automatic,14.8,1591.0,151.0,Silver,4.0,4.0,4270.0,1780.0,1665.0,2590.0,1300.0,6 Speed,5,Power,Tubeless,5,delhi,121.0
Diesel,SUV,20817,1,Mahindra,2017,Third Party,Manual,16.0,2179.0,330.0,Others,4.0,4.0,4585.0,1890.0,1785.0,2700.0,1860.0,6 Speed,7,Power,Tubeless,5,kolkata,140.0
Petrol,Hatchback,35413,1,Hyundai,2016,Third Party,Manual,18.6,1197.0,114.0,White,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1066.0,5 Speed,5,Power,Tubeless,5,chennai,81.0
Petrol,Hatchback,70000,2,Maruti,2006,Third Party,Manual,16.1,1298.0,11.0,Others,4.0,4.0,3760.0,1690.0,1530.0,2390.0,910.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,88.0
Diesel,Hatchback,66030,1,Honda,2016,Third Party,Manual,27.3,1498.0,200.0,White,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1154.0,6 Speed,5,Power,Tubeless Radial,5,chennai,98.0
Petrol,Hatchback,33771,1,Hyundai,2019,Third Party,Automatic,20.3,1086.0,99.0,Others,4.0,3.0,3610.0,1645.0,1560.0,2400.0,1050.0,5 Speed,5,Power,Tubeless Radial,5,chennai,68.0
Petrol,Hatchback,9221,1,Renault,2021,Comprehensive,Manual,21.74,999.0,91.0,Red,3.0,4.0,3731.0,1579.0,1474.0,2422.0,730.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,67.0
Petrol,Sedan,39886,2,Hyundai,2020,Third Party,Automatic,20.1,1197.0,113.0,White,4.0,4.0,3995.0,1680.0,1520.0,2450.0,1110.0,5 Speed,5,Electric,Tubeless Radial,4,hyderabad,81.0
Petrol,Hatchback,99348,2,Maruti,2017,Third Party,Manual,20.51,998.0,90.0,White,3.0,4.0,3599.0,1495.0,1700.0,2400.0,885.0,5 Speed,5,Power,Tubeless,5,jaipur,67.0
Petrol,SUV,60000,1,Maruti,2021,Third Party,Manual,17.03,1462.0,138.0,Others,4.0,4.0,3995.0,1790.0,1640.0,2500.0,1110.0,5 Speed,5,Electronic,Tubeless Radial,5,jaipur,103.0
Petrol,Hatchback,68767,0,Maruti,2009,Third Party,Manual,19.7,796.0,62.0,Red,3.0,4.0,3495.0,1475.0,1460.0,2360.0,705.0,5 Speed,5,Power,Tubeless Radial,5,chennai,46.0
Petrol,Hatchback,38439,1,Maruti,2019,Third Party,Manual,25.24,998.0,89.0,Silver,3.0,4.0,3695.0,1655.0,1555.0,2435.0,810.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,65.0
Diesel,Sedan,60341,1,Honda,2018,Zero Dep,Manual,25.8,1498.0,200.0,Silver,4.0,4.0,3990.0,1680.0,1505.0,2405.0,1065.0,5 Speed,5,Power,Tubeless Radial,4,delhi,98.0
Petrol,MUV,20000,1,Maruti,2021,Third Party,Automatic,17.99,1462.0,138.0,Others,4.0,4.0,4395.0,1735.0,1690.0,2740.0,1135.0,4 Speed,7,Power,Tubeless Radial,5,hyderabad,103.0
Petrol,Hatchback,70000,1,Maruti,2013,Third Party,Manual,20.92,998.0,90.0,Others,3.0,4.0,3620.0,1475.0,1460.0,2360.0,760.0,5 Speed,5,Power,Tubeless Radial,5,delhi,67.0
Diesel,SUV,120000,2,Toyota,2001,Third Party,Manual,13.1,2446.0,151.0,Silver,4.0,2.0,4425.0,1620.0,1880.0,2500.0,1470.0,5 Speed,10,Power,Tubeless Radial,5,hyderabad,75.0
Petrol,SUV,25000,1,Volkswagen,2022,Zero Dep,Automatic,18.41,999.0,178.0,Grey,3.0,4.0,4221.0,1760.0,1612.0,2651.0,1285.0,6 Speed,5,Electric,Tubeless Radial,5,delhi,113.0
Petrol,Hatchback,50000,1,Maruti,2018,Third Party,Manual,22.0,1197.0,113.0,Others,4.0,4.0,3840.0,1735.0,1530.0,2450.0,860.0,5,5,Power,Tubeless,5,chennai,81.0
Petrol,Sedan,64011,1,Hyundai,2016,Comprehensive,Automatic,19.1,1197.0,114.0,Silver,4.0,4.0,3995.0,1660.0,1520.0,2425.0,1100.0,4 Speed,5,Power,Tubeless,4,chennai,82.0
Petrol,Hatchback,98390,1,Maruti,2014,Third Party,Manual,20.51,998.0,90.0,Others,3.0,4.0,3599.0,1495.0,1700.0,2400.0,885.0,5 Speed,5,Power,Tubeless,5,delhi,67.0
Petrol,Hatchback,58666,1,Maruti,2017,Comprehensive,Automatic,21.4,1197.0,115.0,White,4.0,4.0,3995.0,1745.0,1510.0,2520.0,910.0,CVT,5,Power,Tubeless Radial,5,bangalore,83.0
Petrol,MUV,14126,1,Datsun,2018,Comprehensive,Manual,19.02,1198.0,104.0,Others,3.0,4.0,3995.0,1636.0,1507.0,2450.0,921.0,5 Speed,7,Electric,Tubeless,5,chennai,67.0
Petrol,Sedan,21000,1,Toyota,2020,Comprehensive,Automatic,19.16,2487.0,221.0,Silver,4.0,4.0,4885.0,1840.0,1455.0,2825.0,1665.0,CVT,5,Power,Tubeless Radial,4,chennai,214.0
Lpg,Hatchback,10000,2,Maruti,2013,Third Party,Manual,14.6,998.0,85.0,Others,3.0,4.0,3599.0,1495.0,1700.0,2400.0,925.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,61.0
Petrol,Hatchback,65180,2,Hyundai,2019,Comprehensive,Manual,18.6,1197.0,117.0,Blue,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1140.0,5 Speed,5,Power,Tubeless,5,kolkata,81.0
Petrol,Sedan,54000,1,Volkswagen,2017,Comprehensive,Automatic,18.19,1197.0,175.0,Grey,4.0,2.0,4390.0,1699.0,1467.0,2553.0,1179.0,7 Speed,5,Power,Tubeless Radial,4,kolkata,103.0
Petrol,Coupe,40000,4,BMW,2006,Third Party,Automatic,7.94,4395.0,600.0,Others,8.0,4.0,4894.0,1894.0,1369.0,2855.0,1.0,8 Speed,4,Power,Tubeless Radial,2,jaipur,450.0
Petrol,Sedan,52800,1,Honda,2014,Third Party,Manual,17.4,1497.0,145.0,Black,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1065.0,5 Speed,5,Power,Tubeless Radial,4,delhi,117.0
Diesel,MUV,92701,4,Mahindra,2008,Third Party,Manual,13.6,2523.0,180.0,White,4.0,4.0,4056.0,1660.0,1880.0,2680.0,1615.0,5 Speed,7,Power,Tubeless Radial,5,jaipur,63.0
Diesel,SUV,45000,1,Mercedes-Benz,2019,Comprehensive,Automatic,17.9,2143.0,300.0,Silver,4.0,4.0,4424.0,1804.0,1494.0,2699.0,1585.0,7 Speed,5,Power,Tubeless Radial,5,delhi,136.0
Petrol,Sedan,50000,2,Hyundai,2011,Third Party,Manual,17.01,1591.0,154.0,Red,4.0,4.0,4370.0,1700.0,1475.0,2570.0,1198.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,121.0
Petrol,Sedan,84000,2,Honda,2008,Comprehensive,Manual,17.7,1497.0,12.0,Golden,4.0,2.0,4390.0,1690.0,1495.0,2450.0,1055.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,78.0
Diesel,Sedan,67905,1,Honda,2013,Comprehensive,Manual,25.8,1498.0,200.0,Red,4.0,4.0,3990.0,1680.0,1505.0,2405.0,1055.0,5 Speed,5,Power,Tubeless Radial,4,chennai,98.0
Diesel,Sedan,35000,1,Jaguar,2014,Comprehensive,Automatic,19.33,1999.0,430.0,Black,4.0,4.0,5067.0,2091.0,1457.0,2960.0,1760.0,8 Speed,5,Power,Tubeless Radial,4,chennai,177.0
Petrol,Hatchback,37025,1,Renault,2019,Third Party,Manual,22.25,799.0,72.0,White,3.0,4.0,3731.0,1579.0,1474.0,2518.403850840848,690.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,53.0
